,region,year,athelets_total,medals_total,gdppc_by_year
1689,Mauritania,1950.0,0.0,0.0,464.0
1690,Trinidad and Tobago,1950.0,2.0,0.0,3674.0
1691,Dominican Rep.,1950.0,0.0,0.0,1027.0
1692,Jamaica,1950.0,22.0,8.0,1327.0
1693,Liberia,1950.0,3.0,0.0,1055.0
1694,Nepal,1950.0,0.0,0.0,496.0
1695,Mongolia,1950.0,0.0,0.0,435.0
1696,Austria,1950.0,33.0,4.0,3706.0
1697,Lithuania,1950.0,0.0,0.0,2841.0
1698,Togo,1950.0,0.0,0.0,574.0
1699,Namibia,1950.0,0.0,0.0,2160.0
1700,Ukraine,1950.0,0.0,0.0,2841.0
1701,Iceland,1950.0,9.0,1.0,3846.0
1702,Rwanda,1950.0,0.0,0.0,547.0
1703,Croatia,1950.0,0.0,0.0,2111.0
1704,Haiti,1950.0,0.0,0.0,1051.0
1705,Malta,1950.0,0.0,0.0,3846.0
1706,Cyprus,1950.0,0.0,0.0,3846.0
1707,Belize,1950.0,0.0,0.0,2533.0
1708,Thailand,1950.0,7.0,0.0,817.0
1709,Serbia,1950.0,56.0,9.0,2111.0
1710,Sierra Leone,1950.0,0.0,0.0,656.0
1711,Papua New Guinea,1950.0,0.0,0.0,1385.0
1712,Fiji,1950.0,1.0,0.0,1385.0
1713,Moldova,1950.0,0.0,0.0,2841.0
1714,Guatemala,1950.0,2.0,0.0,2085.0
1715,Latvia,1950.0,0.0,0.0,2841.0
1716,Mozambique,1950.0,0.0,0.0,1133.0
1717,Central African Rep.,1950.0,0.0,0.0,772.0
1718,Madagascar,1950.0,0.0,0.0,951.0
1719,Slovakia,1950.0,0.0,0.0,3018.3616
1720,Barbados,1950.0,0.0,0.0,2533.0
1721,Dem. Rep. Congo,1950.0,0.0,0.0,570.0
1722,Gabon,1950.0,0.0,0.0,3108.0
1723,Botswana,1950.0,0.0,0.0,349.0
1724,South Korea,1950.0,8.0,1.0,854.0
1725,Cambodia,1950.0,0.0,0.0,482.0
1726,Senegal,1950.0,0.0,0.0,1259.0
1727,Bolivia,1950.0,0.0,0.0,1919.0
1728,Zimbabwe,1950.0,0.0,0.0,701.0
1729,Myanmar,1950.0,9.0,0.0,396.0
1730,Malawi,1950.0,0.0,0.0,324.0
1731,Zambia,1950.0,0.0,0.0,661.0
1732,Gambia,1950.0,0.0,0.0,607.0
1733,Albania,1950.0,0.0,0.0,1001.0
1734,eSwatini,1950.0,0.0,0.0,721.0
1735,Burkina Faso,1950.0,0.0,0.0,474.0
1736,Burundi,1950.0,0.0,0.0,360.0
1737,Vietnam,1950.0,0.0,0.0,658.0
1738,Tonga,1950.0,0.0,0.0,1385.0
1739,Lesotho,1950.0,0.0,0.0,355.0
1740,China,1900.0,0.0,0.0,545.0
1741,Denmark,1900.0,1.0,0.0,3017.0
1742,Netherlands,1900.0,2.0,0.0,3424.0
1743,Finland,1900.0,29.0,10.0,1668.0
1744,Norway,1900.0,9.0,5.0,1877.0
1745,Romania,1900.0,0.0,0.0,1415.0
1746,Estonia,1900.0,0.0,0.0,1237.0
1747,France,1900.0,35.0,11.0,2876.0
1748,Morocco,1900.0,0.0,0.0,665.55817
1749,Spain,1900.0,0.0,0.0,1786.0
1750,Egypt,1900.0,0.0,0.0,825.51166
1751,Iran,1900.0,0.0,0.0,915.04651
1752,Bulgaria,1900.0,0.0,0.0,1223.0
1753,Italy,1900.0,9.0,2.0,1785.0
1754,Sudan,1900.0,0.0,0.0,601.0
1755,Russia,1900.0,0.0,0.0,1237.0
1756,Argentina,1900.0,0.0,0.0,2756.0
1757,Cuba,1900.0,1.0,0.0,778.0
1758,Greece,1900.0,21.0,8.0,1351.0
1759,Cameroon,1900.0,0.0,0.0,601.0
1760,Turkey,1900.0,2.0,0.0,1095.6976
1761,Chile,1900.0,0.0,0.0,2194.0
1762,Mexico,1900.0,0.0,0.0,1366.0
1763,United States of America,1900.0,327.0,135.0,4091.0
1764,Nicaragua,1900.0,0.0,0.0,778.0
1765,Hungary,1900.0,23.0,12.0,1682.0
1766,Nigeria,1900.0,0.0,0.0,601.0
1767,Algeria,1900.0,0.0,0.0,1027.5581
1768,Kuwait,1900.0,0.0,0.0,951.30231
1769,Bahrain,1900.0,0.0,0.0,951.30231
1770,Pakistan,1900.0,0.0,0.0,608.0
1771,Iraq,1900.0,0.0,0.0,915.04651
1772,Syria,1900.0,0.0,0.0,1197.0233
1773,Qatar,1900.0,0.0,0.0,951.30231
1774,Malaysia,1900.0,0.0,0.0,763.97559
1775,Germany,1900.0,77.0,17.0,2985.0
1776,Canada,1900.0,28.0,17.0,2911.0
1777,Ireland,1900.0,0.0,0.0,2445.4651
1778,Australia,1900.0,15.0,7.0,4013.0
1779,South Africa,1900.0,1.0,1.0,1377.0698
1780,Tanzania,1900.0,0.0,0.0,601.0
1781,Jordan,1900.0,0.0,0.0,914.7442
1782,Tunisia,1900.0,0.0,0.0,807.41858
1783,Libya,1900.0,0.0,0.0,849.12415
1784,Belgium,1900.0,1.0,1.0,3731.0
1785,Kazakhstan,1900.0,0.0,0.0,1237.0
1786,Brunei,1900.0,0.0,0.0,686.39532
1787,India,1900.0,0.0,0.0,599.0
1788,Saudi Arabia,1900.0,0.0,0.0,951.30231
1789,Maldives,1900.0,0.0,0.0,686.39532
1790,Ethiopia,1900.0,0.0,0.0,601.0
1791,United Arab Emirates,1900.0,0.0,0.0,951.30231
1792,Yemen,1900.0,0.0,0.0,951.30231
1793,Indonesia,1900.0,0.0,0.0,704.0
1794,Philippines,1900.0,0.0,0.0,669.9375
1795,Kyrgyzstan,1900.0,0.0,0.0,1237.0
1796,Tajikistan,1900.0,0.0,0.0,1237.0
1797,Japan,1900.0,0.0,0.0,1180.0
1798,Congo,1900.0,0.0,0.0,601.0
1799,Switzerland,1900.0,1.0,0.0,3833.0
1800,Brazil,1900.0,0.0,0.0,678.0
1801,Israel,1900.0,0.0,0.0,951.30231
1802,Uruguay,1900.0,0.0,0.0,2219.0
1803,Sweden,1900.0,71.0,18.0,2209.0
1804,Sri Lanka,1900.0,0.0,0.0,1290.0
1805,Armenia,1900.0,0.0,0.0,1237.0
1806,Ivory Coast,1900.0,0.0,0.0,601.0
1807,Kenya,1900.0,0.0,0.0,601.0
1808,Benin,1900.0,0.0,0.0,601.0
1809,United Kingdom,1900.0,99.0,54.0,4492.0
1810,Ghana,1900.0,0.0,0.0,677.60468
1811,Niger,1900.0,0.0,0.0,601.0
1812,Mali,1900.0,0.0,0.0,601.0
1813,Afghanistan,1900.0,0.0,0.0,686.39532
1814,Poland,1900.0,0.0,0.0,1536.0
1815,Costa Rica,1900.0,0.0,0.0,778.0
1816,Panama,1900.0,0.0,0.0,778.0
1817,Slovenia,1900.0,0.0,0.0,1667.7644
1818,Guyana,1900.0,0.0,0.0,845.0
1819,New Zealand,1900.0,0.0,0.0,4298.0
1820,Portugal,1900.0,0.0,0.0,1302.0
1821,Paraguay,1900.0,0.0,0.0,778.0
1822,Angola,1900.0,0.0,0.0,601.0
1823,Venezuela,1900.0,0.0,0.0,821.0
1824,Colombia,1900.0,0.0,0.0,973.0
1825,Bangladesh,1900.0,0.0,0.0,608.0
1826,Peru,1900.0,0.0,0.0,686.0
1827,El Salvador,1900.0,0.0,0.0,778.0
1828,Uganda,1900.0,0.0,0.0,601.0
1829,Honduras,1900.0,0.0,0.0,778.0
1830,Ecuador,1900.0,0.0,0.0,778.0
1831,Mauritius,1900.0,0.0,0.0,601.0
1832,Czechia,1900.0,0.0,0.0,2174.532
1833,Luxembourg,1900.0,0.0,0.0,2361.0
1834,Mauritania,1900.0,0.0,0.0,601.0
1835,Trinidad and Tobago,1900.0,0.0,0.0,778.0
1836,Dominican Rep.,1900.0,0.0,0.0,778.0
1837,Jamaica,1900.0,0.0,0.0,585.93024
1838,Liberia,1900.0,0.0,0.0,601.0
1839,Nepal,1900.0,0.0,0.0,496.06976
1840,Mongolia,1900.0,0.0,0.0,686.39532
1841,Austria,1900.0,5.0,2.0,2882.0
1842,Lithuania,1900.0,0.0,0.0,1237.0
1843,Togo,1900.0,0.0,0.0,601.0
1844,Namibia,1900.0,0.0,0.0,601.0
1845,Ukraine,1900.0,0.0,0.0,1237.0
1846,Iceland,1900.0,0.0,0.0,2361.0
1847,Rwanda,1900.0,0.0,0.0,601.0
1848,Croatia,1900.0,0.0,0.0,1438.0
1849,Haiti,1900.0,0.0,0.0,778.0
1850,Malta,1900.0,0.0,0.0,2361.0
1851,Cyprus,1900.0,0.0,0.0,2361.0
1852,Belize,1900.0,0.0,0.0,845.0
1853,Thailand,1900.0,0.0,0.0,808.78259
1854,Serbia,1900.0,0.0,0.0,1438.0
1855,Sierra Leone,1900.0,0.0,0.0,601.0
1856,Papua New Guinea,1900.0,0.0,0.0,686.39532
1857,Fiji,1900.0,0.0,0.0,686.39532
1858,Moldova,1900.0,0.0,0.0,1237.0
1859,Guatemala,1900.0,0.0,0.0,778.0
1860,Latvia,1900.0,0.0,0.0,1237.0
1861,Mozambique,1900.0,0.0,0.0,601.0
1862,Central African Rep.,1900.0,0.0,0.0,601.0
1863,Madagascar,1900.0,0.0,0.0,601.0
1864,Slovakia,1900.0,0.0,0.0,2496.365
1865,Barbados,1900.0,0.0,0.0,845.0
1866,Dem. Rep. Congo,1900.0,0.0,0.0,601.0
1867,Gabon,1900.0,0.0,0.0,601.0
1868,Botswana,1900.0,0.0,0.0,601.0
1869,South Korea,1900.0,0.0,0.0,758.39026
1870,Cambodia,1900.0,0.0,0.0,686.39532
1871,Senegal,1900.0,0.0,0.0,601.0
1872,Bolivia,1900.0,0.0,0.0,778.0
1873,Zimbabwe,1900.0,0.0,0.0,601.0
1874,Myanmar,1900.0,0.0,0.0,692.70966
1875,Malawi,1900.0,0.0,0.0,601.0
1876,Zambia,1900.0,0.0,0.0,601.0
1877,Gambia,1900.0,0.0,0.0,601.0
1878,Albania,1900.0,0.0,0.0,685.0
1879,eSwatini,1900.0,0.0,0.0,601.0
1880,Burkina Faso,1900.0,0.0,0.0,601.0
1881,Burundi,1900.0,0.0,0.0,601.0
1882,Vietnam,1900.0,0.0,0.0,659.88373
1883,Tonga,1900.0,0.0,0.0,686.39532
1884,Lesotho,1900.0,0.0,0.0,601.0
1885,China,1910.0,0.0,0.0,550.38464
1886,Denmark,1910.0,1.0,0.0,3705.0
1887,Netherlands,1910.0,0.0,0.0,3789.0
1888,Finland,1910.0,54.0,21.0,1906.0
1889,Norway,1910.0,38.0,1.0,2186.0
1890,Romania,1910.0,0.0,0.0,1660.0
1891,Estonia,1910.0,0.0,0.0,1430.0769
1892,France,1910.0,17.0,1.0,2965.0
1893,Morocco,1910.0,0.0,0.0,699.7442
1894,Spain,1910.0,0.0,0.0,1895.0
1895,Egypt,1910.0,0.0,0.0,884.34882
1896,Iran,1910.0,0.0,0.0,980.39532
1897,Bulgaria,1910.0,0.0,0.0,1456.0
1898,Italy,1910.0,3.0,1.0,2332.0
1899,Sudan,1910.0,0.0,0.0,628.69232
1900,Russia,1910.0,16.0,2.0,1430.0769
1901,Argentina,1910.0,0.0,0.0,3822.0
1902,Cuba,1910.0,0.0,0.0,978.0
1903,Greece,1910.0,4.0,2.0,1536.3846
1904,Cameroon,1910.0,0.0,0.0,628.69232
1905,Turkey,1910.0,2.0,0.0,1185.9302
1906,Chile,1910.0,0.0,0.0,3000.0
1907,Mexico,1910.0,0.0,0.0,1694.0
1908,United States of America,1910.0,178.0,48.0,4964.0
1909,Nicaragua,1910.0,0.0,0.0,978.0
1910,Hungary,1910.0,12.0,0.0,2000.0
1911,Nigeria,1910.0,0.0,0.0,628.69232
1912,Algeria,1910.0,0.0,0.0,1131.7441
1913,Kuwait,1910.0,0.0,0.0,1021.0698
1914,Bahrain,1910.0,0.0,0.0,1021.0698
1915,Pakistan,1910.0,0.0,0.0,661.84613
1916,Iraq,1910.0,0.0,0.0,980.39532
1917,Syria,1910.0,0.0,0.0,1314.6976
1918,Qatar,1910.0,0.0,0.0,1021.0698
1919,Malaysia,1910.0,0.0,0.0,797.63416
1920,Germany,1910.0,42.0,2.0,3348.0
1921,Canada,1910.0,8.0,1.0,4066.0
1922,Ireland,1910.0,0.0,0.0,2668.9534
1923,Australia,1910.0,3.0,1.0,5210.0
1924,South Africa,1910.0,8.0,1.0,1550.093
1925,Tanzania,1910.0,0.0,0.0,628.69232
1926,Jordan,1910.0,0.0,0.0,980.32556
1927,Tunisia,1910.0,0.0,0.0,865.55817
1928,Libya,1910.0,0.0,0.0,850.69934
1929,Belgium,1910.0,3.0,0.0,4064.0
1930,Kazakhstan,1910.0,0.0,0.0,1430.0769
1931,Brunei,1910.0,0.0,0.0,736.86047
1932,India,1910.0,0.0,0.0,697.0
1933,Saudi Arabia,1910.0,0.0,0.0,1021.0698
1934,Maldives,1910.0,0.0,0.0,736.86047
1935,Ethiopia,1910.0,0.0,0.0,628.69232
1936,United Arab Emirates,1910.0,0.0,0.0,1021.0698
1937,Yemen,1910.0,0.0,0.0,1021.0698
1938,Indonesia,1910.0,0.0,0.0,803.0
1939,Philippines,1910.0,0.0,0.0,874.0
1940,Kyrgyzstan,1910.0,0.0,0.0,1430.0769
1941,Tajikistan,1910.0,0.0,0.0,1430.0769
1942,Japan,1910.0,1.0,0.0,1304.0
1943,Congo,1910.0,0.0,0.0,628.69232
1944,Switzerland,1910.0,1.0,0.0,4331.0
1945,Brazil,1910.0,0.0,0.0,769.0
1946,Israel,1910.0,0.0,0.0,1021.0698
1947,Uruguay,1910.0,0.0,0.0,3136.0
1948,Sweden,1910.0,112.0,32.0,2776.0
1949,Sri Lanka,1910.0,0.0,0.0,1208.0
1950,Armenia,1910.0,0.0,0.0,1430.0769
1951,Ivory Coast,1910.0,0.0,0.0,628.69232
1952,Kenya,1910.0,0.0,0.0,628.69232
1953,Benin,1910.0,0.0,0.0,628.69232
1954,United Kingdom,1910.0,39.0,17.0,4611.0
1955,Ghana,1910.0,0.0,0.0,757.13953
1956,Niger,1910.0,0.0,0.0,628.69232
1957,Mali,1910.0,0.0,0.0,628.69232
1958,Afghanistan,1910.0,0.0,0.0,736.86047
1959,Poland,1910.0,0.0,0.0,1690.0
1960,Costa Rica,1910.0,0.0,0.0,978.0
1961,Panama,1910.0,0.0,0.0,978.0
1962,Slovenia,1910.0,0.0,0.0,1848.3484
1963,Guyana,1910.0,0.0,0.0,1098.0769
1964,New Zealand,1910.0,0.0,0.0,5316.0
1965,Portugal,1910.0,0.0,0.0,1228.0
1966,Paraguay,1910.0,0.0,0.0,978.0
1967,Angola,1910.0,0.0,0.0,628.69232
1968,Venezuela,1910.0,0.0,0.0,886.0
1969,Colombia,1910.0,0.0,0.0,1162.0
1970,Bangladesh,1910.0,0.0,0.0,661.84613
1971,Peru,1910.0,0.0,0.0,981.0
1972,El Salvador,1910.0,0.0,0.0,978.0
1973,Uganda,1910.0,0.0,0.0,628.69232
1974,Honduras,1910.0,0.0,0.0,978.0
1975,Ecuador,1910.0,0.0,0.0,978.0
1976,Mauritius,1910.0,0.0,0.0,628.69232
1977,Czechia,1910.0,0.0,0.0,2527.9956
1978,Luxembourg,1910.0,0.0,0.0,2721.7693
1979,Mauritania,1910.0,0.0,0.0,628.69232
1980,Trinidad and Tobago,1910.0,0.0,0.0,978.0
1981,Dominican Rep.,1910.0,0.0,0.0,978.0
1982,Jamaica,1910.0,0.0,0.0,602.90698
1983,Liberia,1910.0,0.0,0.0,628.69232
1984,Nepal,1910.0,0.0,0.0,529.09302
1985,Mongolia,1910.0,0.0,0.0,736.86047
1986,Austria,1910.0,7.0,0.0,3290.0
1987,Lithuania,1910.0,0.0,0.0,1430.0769
1988,Togo,1910.0,0.0,0.0,628.69232
1989,Namibia,1910.0,0.0,0.0,628.69232
1990,Ukraine,1910.0,0.0,0.0,1430.0769
1991,Iceland,1910.0,0.0,0.0,2721.7693
1992,Rwanda,1910.0,0.0,0.0,628.69232
1993,Croatia,1910.0,0.0,0.0,1636.0
1994,Haiti,1910.0,0.0,0.0,978.0
1995,Malta,1910.0,0.0,0.0,2721.7693
1996,Cyprus,1910.0,0.0,0.0,2721.7693
1997,Belize,1910.0,0.0,0.0,1098.0769
1998,Thailand,1910.0,0.0,0.0,833.56525
1999,Serbia,1910.0,2.0,0.0,1636.0
2000,Sierra Leone,1910.0,0.0,0.0,628.69232
2001,Papua New Guinea,1910.0,0.0,0.0,736.86047
2002,Fiji,1910.0,0.0,0.0,736.86047
2003,Moldova,1910.0,0.0,0.0,1430.0769
2004,Guatemala,1910.0,0.0,0.0,978.0
2005,Latvia,1910.0,0.0,0.0,1430.0769
2006,Mozambique,1910.0,0.0,0.0,628.69232
2007,Central African Rep.,1910.0,0.0,0.0,628.69232
2008,Madagascar,1910.0,0.0,0.0,628.69232
2009,Slovakia,1910.0,0.0,0.0,2902.1416
2010,Barbados,1910.0,0.0,0.0,1098.0769
2011,Dem. Rep. Congo,1910.0,0.0,0.0,628.69232
2012,Gabon,1910.0,0.0,0.0,628.69232
2013,Botswana,1910.0,0.0,0.0,628.69232
2014,South Korea,1910.0,0.0,0.0,809.85364
2015,Cambodia,1910.0,0.0,0.0,736.86047
2016,Senegal,1910.0,0.0,0.0,628.69232
2017,Bolivia,1910.0,0.0,0.0,978.0
2018,Zimbabwe,1910.0,0.0,0.0,628.69232
2019,Myanmar,1910.0,0.0,0.0,598.79999
2020,Malawi,1910.0,0.0,0.0,628.69232
2021,Zambia,1910.0,0.0,0.0,628.69232
2022,Gambia,1910.0,0.0,0.0,628.69232
2023,Albania,1910.0,0.0,0.0,780.0
2024,eSwatini,1910.0,0.0,0.0,628.69232
2025,Burkina Faso,1910.0,0.0,0.0,628.69232
2026,Burundi,1910.0,0.0,0.0,628.69232
2027,Vietnam,1910.0,0.0,0.0,711.51166
2028,Tonga,1910.0,0.0,0.0,736.86047
2029,Lesotho,1910.0,0.0,0.0,628.69232
